,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
0,frozenset({'Success_Rate_of_ISD'}),is_churn,0.773129031,0.706309934,0.5138723,0.664665637,0.941039627,-0.032196415,0.875812616
2,frozenset({'Success_Rate_of_OSD_HUB'}),is_churn,0.644183189,0.706309934,0.405777565,0.629910206,0.891832573,-0.049215421,0.793564347
